Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Glsp90,Shp90,SoTp90,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,FKp90,PKp90,PKattp90,xGp90,npxGp90,npxG/Sh,G-xGp90,np:G-xGp90,Matches
115,Néstor Araujo\Nestor-Araujo,mx MEX,DF,Celta Vigo,es La Liga,27,1991,32.1,0.03,0.37,0.09,25.0,0.37,0.09,0.08,0.33,0.00,0.00,0.00,0.02,0.02,0.07,0.01,0.01,Matches
116,Ronald Araújo\Ronald-Araujo,uy URU,DF,Barcelona,es La Liga,20,1999,2.6,0.00,0.38,0.00,0.0,0.38,0.00,0.00,,0.00,0.00,0.00,0.08,0.08,0.24,-0.08,-0.08,Matches
117,Anaitz Arbilla\Anaitz-Arbilla,es ESP,DF,Eibar,es La Liga,32,1987,22.3,0.04,0.63,0.09,14.3,0.63,0.09,0.07,0.50,0.13,0.00,0.00,0.03,0.03,0.05,0.01,0.01,Matches
118,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Real Madrid,es La Liga,26,1993,4.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
119,Alphonse Areola\Alphonse-Areola,fr FRA,GK,Paris S-G,fr Ligue 1,26,1993,3.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
120,Santiago Arias\Santiago-Arias,co COL,DF,Atlético Madrid,es La Liga,27,1992,12.0,0.00,0.50,0.17,33.3,0.50,0.17,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.08,-0.04,-0.04,Matches
121,Nicolò Armini\Nicolo-Armini,it ITA,DF,Lazio,it Serie A,18,2001,0.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
122,Stuart Armstrong\Stuart-Armstrong,sco SCO,MF,Southampton,eng Premier League,27,1992,19.1,0.26,2.41,0.99,41.3,2.41,1.00,0.11,0.26,0.00,0.00,0.00,0.15,0.15,0.06,0.12,0.12,Matches
123,José Arnaiz\Jose-Arnaiz,es ESP,FWMF,Osasuna,es La Liga,24,1995,8.8,0.23,2.39,0.68,28.6,2.39,0.68,0.10,0.33,0.00,0.00,0.00,0.14,0.14,0.06,0.09,0.09,Matches
124,José Arnaiz\Jose-Arnaiz,es ESP,MFFW,Leganés,es La Liga,24,1995,3.7,0.00,2.97,1.35,45.5,2.94,1.34,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.05,-0.14,-0.14,Matches
125,Maximilian Arnold\Maximilian-Arnold,de GER,MF,Wolfsburg,de Bundesliga,25,1994,31.3,0.13,2.01,0.54,27.0,2.01,0.54,0.06,0.24,0.29,0.00,0.00,0.08,0.08,0.04,0.05,0.05,Matches
126,Kepa Arrizabalaga\Kepa-Arrizabalaga,es ESP,GK,Chelsea,eng Premier League,24,1994,33.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
127,Kwadwo Asamoah\Kwadwo-Asamoah,gh GHA,DF,Inter,it Serie A,30,1988,7.1,0.00,0.42,0.00,0.0,0.42,0.00,0.00,,0.00,0.00,0.00,0.01,0.01,0.03,-0.01,-0.01,Matches
128,Santiago Ascacíbar\Santiago-Ascacibar,ar ARG,MF,Hertha BSC,de Bundesliga,22,1997,7.0,0.00,0.29,0.00,0.0,0.28,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,Matches
129,Sergio Asenjo\Sergio-Asenjo,es ESP,GK,Villarreal,es La Liga,30,1989,34.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
130,Marco Asensio\Marco-Asensio,es ESP,FW,Real Madrid,es La Liga,23,1996,3.7,0.81,2.43,1.35,55.6,2.41,1.34,0.33,0.60,0.27,0.00,0.00,0.46,0.46,0.19,0.35,0.35,Matches
131,Kristoffer Askildsen\Kristoffer-Askildsen,no NOR,MF,Sampdoria,it Serie A,18,2001,0.8,1.25,1.25,1.25,100.0,1.18,1.18,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.04,1.25,1.25,Matches
132,Iago Aspas\Iago-Aspas,es ESP,FW,Celta Vigo,es La Liga,31,1987,36.2,0.39,2.15,0.86,39.7,2.15,0.86,0.12,0.29,0.30,0.14,0.19,0.38,0.24,0.11,0.00,0.01,Matches
133,Roger Assalé\Roger-Assale,ci CIV,FWMF,Leganés,es La Liga,25,1993,5.9,0.34,1.86,1.02,54.5,1.86,1.02,0.18,0.33,0.00,0.00,0.00,0.29,0.29,0.15,0.05,0.05,Matches
134,Miguel Atienza\Miguel-Atienza,es ESP,MF,Eibar,es La Liga,,,0.3,0.00,3.33,0.00,0.0,3.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
135,Christian Atsu\Christian-Atsu,gh GHA,FWMF,Newcastle Utd,eng Premier League,27,1992,8.3,0.00,0.60,0.12,20.0,0.60,0.12,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
136,Youcef Attal\Youcef-Attal,dz ALG,FWDF,Nice,fr Ligue 1,23,1996,11.1,0.09,1.71,0.81,47.4,1.70,0.81,0.05,0.11,0.00,0.00,0.00,0.14,0.14,0.08,-0.05,-0.05,Matches
137,Pierre-Emerick Aubameyang\Pierre-Emerick-Aubameyang,ga GAB,FW,Arsenal,eng Premier League,30,1989,34.8,0.63,2.59,1.15,44.4,2.58,1.15,0.22,0.50,0.06,0.06,0.06,0.45,0.41,0.16,0.18,0.17,Matches
138,Emil Audero\Emil-Audero,it ITA,GK,Sampdoria,it Serie A,22,1997,36.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
139,Tommaso Augello\Tommaso-Augello,it ITA,DF,Sampdoria,it Serie A,24,1994,12.6,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
140,Jean-Kévin Augustin\Jean-Kevin-Augustin,fr FRA,FW,Monaco,fr Ligue 1,22,1997,3.0,0.00,2.33,1.00,42.9,2.37,1.02,0.00,0.00,0.00,0.00,0.00,0.17,0.17,0.07,-0.17,-0.17,Matches
141,Ludwig Augustinsson\Ludwig-Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,25,1994,10.3,0.00,0.49,0.00,0.0,0.49,0.00,0.00,,0.19,0.00,0.00,0.02,0.02,0.04,-0.02,-0.02,Matches
142,Serge Aurier\Serge-Aurier,ci CIV,DF,Tottenham,eng Premier League,26,1992,30.0,0.03,0.43,0.13,30.8,0.43,0.13,0.08,0.25,0.00,0.00,0.00,0.02,0.02,0.04,0.02,0.02,Matches
143,Mathias Autret\Mathias-Autret,fr FRA,MFFW,Brest,fr Ligue 1,28,1991,13.6,0.15,1.99,0.66,33.3,1.99,0.66,0.07,0.22,0.00,0.00,0.00,0.15,0.15,0.07,0.00,0.00,Matches
144,Ezequiel Ávila\Ezequiel-Avila,ar ARG,FW,Osasuna,es La Liga,25,1994,17.7,0.51,3.84,1.53,39.7,3.85,1.53,0.13,0.33,0.00,0.00,0.00,0.40,0.40,0.10,0.11,0.11,Matches
145,Javier Avilés\Javier-Aviles,es ESP,MFFW,Leganés,es La Liga,21,1997,2.0,0.50,2.50,1.00,40.0,2.45,0.98,0.20,0.50,0.00,0.00,0.00,0.25,0.25,0.10,0.25,0.25,Matches
146,Chidozie Awaziem\Chidozie-Awaziem,ng NGA,DF,Leganés,es La Liga,22,1997,22.2,0.00,0.45,0.00,0.0,0.45,0.00,0.00,,0.00,0.00,0.00,0.03,0.03,0.07,-0.03,-0.03,Matches
147,Taiwo Awoniyi\Taiwo-Awoniyi,ng NGA,FW,Mainz 05,de Bundesliga,21,1997,5.4,0.19,2.41,0.56,23.1,2.42,0.56,0.08,0.33,0.00,0.00,0.00,0.35,0.35,0.15,-0.17,-0.17,Matches
148,Florian Ayé\Florian-Aye,fr FRA,FWMF,Brescia,it Serie A,22,1997,15.3,0.00,1.76,0.46,25.9,1.76,0.46,0.00,0.00,0.00,0.00,0.00,0.20,0.20,0.12,-0.20,-0.20,Matches
149,Jordan Ayew\Jordan-Ayew,gh GHA,FWMF,Crystal Palace,eng Premier League,27,1991,35.0,0.26,1.60,0.69,42.9,1.60,0.69,0.16,0.38,0.00,0.00,0.00,0.18,0.18,0.11,0.08,0.08,Matches
150,Kaan Ayhan\Kaan-Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,24,1994,30.3,0.07,0.92,0.13,14.3,0.92,0.13,0.07,0.50,0.23,0.00,0.00,0.08,0.08,0.09,-0.02,-0.02,Matches
151,Ramon Azeez\Ramon-Azeez,ng NGA,MF,Granada,es La Liga,26,1992,15.1,0.13,1.26,0.20,15.8,1.26,0.20,0.11,0.67,0.00,0.00,0.00,0.13,0.13,0.10,0.01,0.01,Matches
152,César Azpilicueta\Cesar-Azpilicueta,es ESP,DF,Chelsea,eng Premier League,29,1989,35.9,0.06,0.81,0.17,20.7,0.81,0.17,0.07,0.33,0.00,0.00,0.00,0.08,0.08,0.09,-0.02,-0.02,Matches
153,Ludovic Baal\Ludovic-Baal,gf GUF,DF,Brest,fr Ligue 1,33,1986,9.2,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,0.00,0.00,0.00,0.01,0.01,0.06,-0.01,-0.01,Matches
154,Iddrisu Baba\Iddrisu-Baba,gh GHA,MF,Mallorca,es La Liga,23,1996,32.3,0.00,0.46,0.06,13.3,0.47,0.06,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.06,-0.03,-0.03,Matches
155,Khouma Babacar\Khouma-Babacar,sn SEN,FW,Lecce,it Serie A,26,1993,15.8,0.19,2.97,1.01,34.0,2.97,1.01,0.06,0.19,0.00,0.00,0.13,0.39,0.28,0.09,-0.20,-0.09,Matches
156,Carlos Bacca\Carlos-Bacca,co COL,FWMF,Villarreal,es La Liga,32,1986,7.6,0.26,2.24,0.79,35.3,2.22,0.78,0.12,0.33,0.00,0.00,0.00,0.41,0.41,0.18,-0.14,-0.14,Matches
157,Milan Badelj\Milan-Badelj,hr CRO,MF,Fiorentina,it Serie A,30,1989,17.6,0.06,0.91,0.11,12.5,0.91,0.11,0.06,0.50,0.00,0.00,0.00,0.07,0.07,0.08,-0.02,-0.02,Matches
158,Matthias Bader\Matthias-Bader,de GER,DF,Köln,de Bundesliga,22,1997,0.1,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
159,Bastian Badu\Bastian-Badu,fr FRA,FW,Montpellier,fr Ligue 1,19,2000,0.1,0.00,10.0,0.00,0.0,10.00,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
160,Alejandro Baena\Alejandro-Baena,es ESP,MF,Villarreal,es La Liga,18,2001,0.2,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
161,Stéphane Bahoken\Stephane-Bahoken,cm CMR,FW,Angers,fr Ligue 1,27,1992,10.1,0.40,1.98,0.89,45.0,1.98,0.89,0.15,0.33,0.00,0.10,0.10,0.30,0.22,0.11,0.10,0.08,Matches
162,Daniel Baier\Daniel-Baier,de GER,MF,Augsburg,de Bundesliga,35,1984,21.6,0.05,0.74,0.09,12.5,0.74,0.09,0.06,0.50,0.00,0.00,0.00,0.02,0.02,0.03,0.02,0.02,Matches
163,Leon Bailey\Leon-Bailey,jm JAM,FWMF,Leverkusen,de Bundesliga,21,1997,12.1,0.41,2.56,0.91,35.5,2.56,0.91,0.16,0.45,0.08,0.00,0.00,0.35,0.35,0.14,0.07,0.07,Matches
164,Eric Bailly\Eric-Bailly,ci CIV,DF,Manchester Utd,eng Premier League,25,1994,1.7,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
165,Dénys Bain\Denys-Bain,fr FRA,DF,Brest,fr Ligue 1,26,1993,14.1,0.07,0.21,0.07,33.3,0.21,0.07,0.33,1.00,0.00,0.00,0.00,0.04,0.04,0.18,0.04,0.04,Matches
166,Leighton Baines\Leighton-Baines,eng ENG,DF,Everton,eng Premier League,34,1984,4.5,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,0.22,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
167,Stefan Bajic\Stefan-Bajic,fr FRA,GK,Saint-Étienne,fr Ligue 1,17,2001,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
168,Tiemoué Bakayoko\Tiemoue-Bakayoko,fr FRA,MF,Monaco,fr Ligue 1,24,1994,19.1,0.05,1.26,0.42,33.3,1.26,0.42,0.04,0.13,0.00,0.00,0.00,0.09,0.09,0.07,-0.04,-0.04,Matches
169,Lewis Baker\Lewis-Baker,eng ENG,MF,Düsseldorf,de Bundesliga,24,1995,6.1,0.00,1.97,0.82,41.7,1.98,0.83,0.00,0.00,0.33,0.00,0.00,0.07,0.07,0.03,-0.07,-0.07,Matches
170,Mitchel Bakker\Mitchel-Bakker,nl NED,DF,Paris S-G,fr Ligue 1,19,2000,1.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
171,Ridle Baku\Ridle-Baku,de GER,DFMF,Mainz 05,de Bundesliga,21,1998,26.1,0.04,0.84,0.23,27.3,0.84,0.23,0.05,0.17,0.00,0.00,0.00,0.04,0.04,0.05,-0.00,-0.00,Matches
172,Fabián Balbuena\Fabian-Balbuena,py PAR,DF,West Ham,eng Premier League,27,1991,13.1,0.08,0.76,0.31,40.0,0.76,0.31,0.10,0.25,0.00,0.00,0.00,0.14,0.14,0.18,-0.06,-0.06,Matches
173,Keita Baldé\Keita-Balde,sn SEN,FWMF,Monaco,fr Ligue 1,24,1995,9.5,0.42,2.95,1.37,46.4,2.94,1.36,0.14,0.31,0.00,0.00,0.00,0.43,0.43,0.15,-0.01,-0.01,Matches
174,George Baldock\George-Baldock,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,38.0,0.05,0.34,0.13,38.5,0.34,0.13,0.15,0.40,0.00,0.00,0.00,0.02,0.02,0.07,0.03,0.03,Matches
175,Gareth Bale\Gareth-Bale,wal WAL,FWMF,Real Madrid,es La Liga,30,1989,12.1,0.17,2.81,1.07,38.2,2.81,1.07,0.06,0.15,0.25,0.00,0.00,0.29,0.29,0.10,-0.12,-0.12,Matches
176,Mikel Balenziaga\Mikel-Balenziaga,es ESP,DF,Athletic Club,es La Liga,31,1988,6.3,0.00,0.48,0.00,0.0,0.48,0.00,0.00,,0.00,0.00,0.00,0.02,0.02,0.02,-0.02,-0.02,Matches
177,Leonardo Balerdi\Leonardo-Balerdi,ar ARG,DFMF,Dortmund,de Bundesliga,20,1999,1.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
178,Marco Ballarini\Marco-Ballarini,it ITA,MF,Udinese,it Serie A,18,2001,0.0,0,0,0,,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
179,Fodé Ballo-Touré\Fode-Ballo-Toure,fr FRA,DF,Monaco,fr Ligue 1,22,1997,18.7,0.00,0.27,0.11,40.0,0.27,0.11,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.12,-0.03,-0.03,Matches
180,Florent Balmont\Florent-Balmont,fr FRA,MF,Dijon,fr Ligue 1,39,1980,4.5,0.00,1.56,0.67,42.9,1.57,0.67,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.02,-0.04,-0.04,Matches
181,Mario Balotelli\Mario-Balotelli,it ITA,FW,Brescia,it Serie A,28,1990,15.6,0.32,4.55,1.54,33.8,4.55,1.54,0.07,0.21,1.03,0.00,0.00,0.46,0.46,0.10,-0.14,-0.14,Matches
182,Abdoulaye Bamba\Abdoulaye-Bamba,ci CIV,DF,Angers,fr Ligue 1,29,1990,6.2,0.00,0.16,0.00,0.0,0.16,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
183,Jonathan Bamba\Jonathan-Bamba,fr FRA,FWMF,Lille,fr Ligue 1,23,1996,21.5,0.05,2.05,1.07,52.3,2.04,1.07,0.00,0.00,0.00,0.05,0.14,0.24,0.13,0.06,-0.19,-0.13,Matches
184,Éver Banega\Ever-Banega,ar ARG,MF,Sevilla,es La Liga,31,1988,27.5,0.11,1.38,0.29,21.1,1.38,0.29,0.03,0.13,0.15,0.07,0.07,0.11,0.05,0.04,0.00,-0.02,Matches
185,Mattia Bani\Mattia-Bani,it ITA,DF,Bologna,it Serie A,25,1993,24.5,0.16,0.69,0.29,41.2,0.69,0.29,0.24,0.57,0.00,0.00,0.00,0.13,0.13,0.20,0.03,0.03,Matches
186,Antonín Barák\Antonin-Barak,cz CZE,MF,Udinese,it Serie A,24,1994,2.2,0.00,1.82,0.91,50.0,1.86,0.93,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.03,-0.05,-0.05,Matches
187,Antonín Barák\Antonin-Barak,cz CZE,MF,Lecce,it Serie A,24,1994,15.2,0.13,2.24,0.86,38.2,2.24,0.85,0.06,0.15,0.00,0.00,0.00,0.21,0.21,0.09,-0.08,-0.08,Matches
188,Federico Barba\Federico-Barba,it ITA,DF,Valladolid,es La Liga,25,1993,5.0,0.00,0.20,0.20,100.0,0.20,0.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,Matches
189,Danilo Barbosa\Danilo-Barbosa,br BRA,DFMF,Nice,fr Ligue 1,23,1996,12.5,0.00,0.40,0.08,20.0,0.40,0.08,0.00,0.00,0.16,0.00,0.00,0.03,0.03,0.08,-0.03,-0.03,Matches
190,Melvin Bard\Melvin-Bard,fr FRA,DF,Lyon,fr Ligue 1,18,2000,0.5,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
191,Enis Bardhi\Enis-Bardhi,mk MKD,MF,Levante,es La Liga,24,1995,23.5,0.30,2.38,0.77,32.1,2.38,0.77,0.13,0.39,0.47,0.00,0.00,0.19,0.19,0.08,0.11,0.11,Matches
192,Phil Bardsley\Phil-Bardsley,sco SCO,DF,Burnley,eng Premier League,34,1985,21.0,0.00,0.57,0.24,41.7,0.57,0.24,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.02,-0.01,-0.01,Matches
193,Nicolò Barella\Nicolo-Barella,it ITA,MF,Inter,it Serie A,22,1997,22.4,0.04,1.07,0.22,20.8,1.07,0.22,0.04,0.20,0.00,0.00,0.00,0.08,0.08,0.07,-0.03,-0.03,Matches
194,Philipp Bargfrede\Philipp-Bargfrede,de GER,MF,Werder Bremen,de Bundesliga,30,1989,6.5,0.00,0.77,0.00,0.0,0.77,0.00,0.00,,0.00,0.00,0.00,0.03,0.03,0.04,-0.03,-0.03,Matches
195,Antonino Barillà\Antonino-Barilla,it ITA,MF,Parma,it Serie A,31,1988,18.8,0.05,0.85,0.16,18.8,0.85,0.16,0.06,0.33,0.00,0.00,0.00,0.06,0.06,0.08,-0.01,-0.01,Matches
196,Kike Barja\Kike-Barja,es ESP,MFFW,Osasuna,es La Liga,22,1997,3.5,0.00,1.71,0.86,50.0,1.73,0.86,0.00,0.00,0.00,0.00,0.00,0.14,0.14,0.08,-0.14,-0.14,Matches
197,Ross Barkley\Ross-Barkley,eng ENG,MF,Chelsea,eng Premier League,25,1993,12.3,0.08,3.25,0.98,30.0,3.26,0.98,0.03,0.08,0.33,0.00,0.00,0.17,0.17,0.05,-0.09,-0.09,Matches
198,Aymen Barkok\Aymen-Barkok,de GER,FWMF,Düsseldorf,de Bundesliga,21,1998,0.9,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
199,Ashley Barnes\Ashley-Barnes,at AUT,FW,Burnley,eng Premier League,29,1989,15.0,0.40,2.60,0.73,28.2,2.60,0.73,0.13,0.45,0.00,0.07,0.07,0.37,0.32,0.12,0.03,0.01,Matches
200,Harvey Barnes\Harvey-Barnes,eng ENG,MFFW,Leicester City,eng Premier League,21,1997,23.1,0.26,2.64,1.17,44.3,2.64,1.17,0.10,0.22,0.00,0.00,0.00,0.37,0.37,0.14,-0.11,-0.11,Matches
201,Antonio Barragán\Antonio-Barragan,es ESP,DF,Betis,es La Liga,32,1987,7.1,0.00,0.28,0.00,0.0,0.28,0.00,0.00,,0.00,0.00,0.00,0.01,0.01,0.04,-0.01,-0.01,Matches
202,Antonio Barreca\Antonio-Barreca,it ITA,DFMF,Genoa,it Serie A,24,1995,12.2,0.00,0.49,0.25,50.0,0.49,0.25,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.03,-0.02,-0.02,Matches
203,Leandro Barreiro Martins\Leandro-Barreiro-Martins,lu LUX,MF,Mainz 05,de Bundesliga,19,2000,10.4,0.00,0.67,0.10,14.3,0.67,0.10,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.05,-0.04,-0.04,Matches
204,Ander Barrenetxea\Ander-Barrenetxea,es ESP,FWMF,Real Sociedad,es La Liga,17,2001,4.9,0.00,3.06,1.02,33.3,3.05,1.02,0.00,0.00,0.00,0.00,0.00,0.16,0.16,0.05,-0.16,-0.16,Matches
205,Édgar Barreto\Edgar-Barreto,py PAR,MF,Sampdoria,it Serie A,35,1984,1.0,0.00,1.00,1.00,100.0,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,Matches
206,Musa Barrow\Musa-Barrow,gm GAM,FW,Bologna,it Serie A,20,1998,15.0,0.60,4.40,1.40,31.8,4.39,1.40,0.12,0.38,0.47,0.07,0.07,0.39,0.35,0.08,0.21,0.19,Matches
207,Musa Barrow\Musa-Barrow,gm GAM,FWMF,Atalanta,it Serie A,20,1998,2.1,0.00,4.76,1.90,40.0,4.74,1.89,0.00,0.00,0.00,0.00,0.48,0.86,0.48,0.10,-0.86,-0.48,Matches
208,Fin Bartels\Fin-Bartels,de GER,FWMF,Werder Bremen,de Bundesliga,32,1987,3.8,0.00,1.84,0.79,42.9,1.85,0.79,0.00,0.00,0.00,0.00,0.00,0.11,0.11,0.06,-0.11,-0.11,Matches
209,Marc Bartra\Marc-Bartra,es ESP,DFMF,Betis,es La Liga,28,1991,28.0,0.11,0.75,0.18,23.8,0.75,0.18,0.14,0.60,0.00,0.00,0.00,0.06,0.06,0.08,0.05,0.05,Matches
210,Daniele Baselli\Daniele-Baselli,it ITA,MF,Torino,it Serie A,27,1992,14.2,0.00,0.49,0.21,42.9,0.49,0.21,0.00,0.00,0.07,0.00,0.00,0.05,0.05,0.09,-0.05,-0.05,Matches
211,Chris Basham\Chris-Basham,eng ENG,DF,Sheffield Utd,eng Premier League,31,1988,36.0,0.00,0.17,0.00,0.0,0.17,0.00,0.00,,0.00,0.00,0.00,0.01,0.01,0.08,-0.01,-0.01,Matches
212,Toma Bašic\Toma-Basic,hr CRO,MF,Bordeaux,fr Ligue 1,22,1996,11.0,0.09,1.55,0.36,23.5,1.54,0.36,0.06,0.25,0.36,0.00,0.00,0.08,0.08,0.05,0.01,0.01,Matches
213,Thomas Basila\Thomas-Basila,fr FRA,DF,Nantes,fr Ligue 1,20,1999,4.6,0.00,0.22,0.00,0.0,0.22,0.00,0.00,,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,Matches
214,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Granada,es La Liga,22,1996,4.0,0.00,1.50,0.50,33.3,1.52,0.51,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.04,-0.05,-0.05,Matches
215,Gil Bastião Dias\Gil-Bastiao-Dias,pt POR,DFMF,Monaco,fr Ligue 1,22,1996,11.7,0.00,1.37,0.43,31.3,1.36,0.43,0.00,0.00,0.00,0.00,0.00,0.10,0.10,0.07,-0.10,-0.10,Matches
216,Borja Bastón\Borja-Baston,es ESP,MFFW,Aston Villa,eng Premier League,26,1992,0.2,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
217,Alessandro Bastoni\Alessandro-Bastoni,it ITA,DF,Inter,it Serie A,20,1999,21.3,0.09,0.38,0.19,50.0,0.37,0.19,0.25,0.50,0.00,0.00,0.00,0.06,0.06,0.15,0.04,0.04,Matches
218,Bastos\Bastos,ao ANG,DF,Lazio,it Serie A,28,1991,8.5,0.12,0.82,0.24,28.6,0.82,0.24,0.14,0.50,0.00,0.00,0.00,0.09,0.09,0.11,0.02,0.02,Matches
219,Oliver Batista-Meier\Oliver-Batista-Meier,de GER,FW,Bayern Munich,de Bundesliga,18,2001,0.1,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
220,Michy Batshuayi\Michy-Batshuayi,be BEL,FW,Chelsea,eng Premier League,25,1993,2.7,0.37,5.56,0.74,13.3,5.65,0.75,0.07,0.50,0.00,0.00,0.00,0.81,0.81,0.15,-0.44,-0.44,Matches
221,Cristian Battocchio\Cristian-Battocchio,it ITA,MF,Brest,fr Ligue 1,27,1992,15.5,0.19,1.29,0.39,30.0,1.29,0.39,0.15,0.50,0.19,0.00,0.06,0.11,0.06,0.05,0.08,0.14,Matches
222,Oliver Baumann\Oliver-Baumann,de GER,GK,Hoffenheim,de Bundesliga,29,1990,30.0,0.00,0.00,0.00,,0.00,0.00,,,0.00,0.00,0.00,0.00,0.00,,0.00,0.00,Matches
223,Julian Baumgartlinger\Julian-Baumgartlinger,at AUT,MF,Leverkusen,de Bundesliga,31,1988,19.9,0.10,0.85,0.25,29.4,0.85,0.25,0.12,0.40,0.00,0.00,0.00,0.09,0.09,0.10,0.01,0.01,Matches
224,Christoph Baumgartner\Christoph-Baumgartner,at AUT,MFFW,Hoffenheim,de Bundesliga,19,1999,16.6,0.42,3.37,1.39,41.1,3.38,1.39,0.13,0.30,0.00,0.00,0.00,0.48,0.48,0.14,-0.05,-0.05,Matches
225,Noah Joel Sarenren Bazee\Noah-Joel-Sarenren-Bazee,ng NGA,FW,Augsburg,de Bundesliga,22,1996,4.2,0.24,0.95,0.71,75.0,0.94,0.71,0.25,0.33,0.00,0.00,0.00,0.10,0.10,0.11,0.14,0.14,Matches
226,Ihlas Bebou\Ihlas-Bebou,tg TOG,FWMF,Hoffenheim,de Bundesliga,25,1994,23.4,0.26,1.50,0.68,45.7,1.50,0.69,0.17,0.38,0.00,0.00,0.00,0.18,0.18,0.12,0.07,0.07,Matches
227,Rodrigo Becão\Rodrigo-Becao,br BRA,DF,Udinese,it Serie A,23,1996,24.6,0.04,0.33,0.08,25.0,0.33,0.08,0.13,0.50,0.00,0.00,0.00,0.02,0.02,0.07,0.02,0.02,Matches
228,Sheraldo Becker\Sheraldo-Becker,nl NED,MFFW,Union Berlin,de Bundesliga,24,1995,6.0,0.00,1.17,0.67,57.1,1.17,0.67,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.03,-0.03,-0.03,Matches
229,Timo Becker\Timo-Becker,de GER,DFMF,Schalke 04,de Bundesliga,22,1997,3.7,0.00,1.35,0.27,20.0,1.34,0.27,0.00,0.00,0.00,0.00,0.00,0.05,0.05,0.05,-0.05,-0.05,Matches
230,Jan Bednarek\Jan-Bednarek,pl POL,DF,Southampton,eng Premier League,23,1996,34.0,0.03,0.21,0.03,14.3,0.21,0.03,0.14,1.00,0.00,0.00,0.00,0.03,0.03,0.13,0.00,0.00,Matches
